,title,brand,model,price,rating,review_num,operating_system,battery_life,screen_size,dimensions,Hard_Drive_Capacity,Processor Type,Processor Speed,RAM Memory
1069,Skins Decals For Acer Chromebook R13 Laptop Vinyl Wrap / Black Silver Design,Itsaskin,,16.49,0,0,Chrome OS,,,,,,,
1070,"HP 13-AQ1075NR Envy Laptop, 13.3'', Intel Core i5-1035G1, Intel UHD Graphics, 256GB SSD Storage, 8GB RAM, 13-AQ1075NR",HP,7YF17UA#ABA,819.99,0,0,Windows 10,,"13.30""",,256.00 GB,Intel Core i5-1035G1,1.00 GHz,8.00 GB
1071,HP 15.6” Touch WLED Laptop Intel i5-8250U 8GB 1TB HDD Office 365 Personal 1Yr. (Refurbished),HP,4VS68UAR#ABA,499.99,0,0,"Windows, Windows 10",10.25 Hour,"15.6""",,,Intel Core i5,1.60 GHz,8 GB
1072,"Lenovo M90 ThinkCentre Desktop Intel Core I5 3.2GHz 8GB RAM, 250GB HDD, DVD-ROM, Windows 10 Pro Includes 22in LCD, Keyboard and Mouse",Lenovo,M90,239.99,0,0,Windows 10,,"0""",,250 GB,Intel Core i5,0 GHz,8 GB
1073,"Refurbished HP EliteBook 8470P 14"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 8GB RAM, 128GB Solid State Drive",HP,,227.99,0,0,Windows 10,5 h,"14""",19.00 x 14.00 x 3.00 Inches,128 GB,Intel Core i5 - 3rd Generation,2.60 GHz,8 GB
1074,"Refurbished Dell Black 14"" Latitude E5430 WA5-1050 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 750GB Hard Drive and Windows 10 Home",Dell,E5430,294.23,1,1,Windows 10,,"14.0""",13.80 x 1.30 x 9.40 Inches,750 GB,Intel Core i5,2.60 GHz,8 GB
1075,REFURBISHED Dell Latitude E6520 2.5GHz i5 8GB 320GB CMB Windows 10 Pro 64 Laptop,Dell,Latitude E6520,224.98,0,0,Windows 10,,,,320 Gibibytes,Intel Core i5,2.5 Gigahertz,8 Gigabytes
1076,Dell Latitude E7240 Ultrabook PC - Intel Core i5-4300U 1.9GHz 8GB 128GB SSD Windows 10 Professional Refurbished,Dell,E7240,274.99,0,0,Windows 10,,12.5 in,,128 GB,Intel Core i5 4th gen,1.9 GHz,8 GB
1077,"Refurbished Acer Aspire 3 15.6"" Laptop Intel Celeron N4100 1.10GHz 4GB Ram 1TB HDD Win 10 H",Acer,A315-32-C78M,279.99,0,0,Windows 10,,"15.6""",,,N4100,1.10 GHz,4 GB
1078,Dell Gaming Computer Nvidia GT 1030 Video Core i5 3.2Ghz 16Gb 500GB Windows 10 PC HDMI WiFi ( 1 Year Warranty) Refurbished,Dell,Dell,265.00,0,0,Windows 10,,,,500.00 GB,Intel Core i5,3.20 GHz,16.00 GB
1079,"MSI GS65 Stealth-667 15.6"" Gaming Notebook - Intel Core i9-9880H - 32GB RAM - 1TB SSD - NVIDIA GeForce RTX 2070 Max-Q - Windows 10 Pro - Matte Black with Gold Diamond",MSI,GS65667,3312.15,0,0,Windows 10,,15.60 in,10.20 x 15.10 x 0.70 Inches,1.00 TB,Intel Core i9-9880H,2.30 GHz,32.00 GB
1080,"Refurbished Dell Black 14"" Latitude E5430 WA5-1055 Laptop PC with Intel Core i5-3320M Processor, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",Dell,E5430,266.99,4.2,5,Windows 10,,"14.0""",13.80 x 1.30 x 9.40 Inches,256 GB,Intel Core i5,2.60 GHz,16 GB
1081,"Dell G5 15 5590 Gaming Laptop, 15.6'', Intel Core i5-9300H, 8GB RAM, 128GB SSD, NVIDIA GeForce GTX 1650, G5590-5933WHT-PUS",Dell,G5590-5933WHT-PUS,899.00,4.1,1261,Windows 10 Home 64-bit English,,15.60 in,,128 GB,Intel® Core™ i5-9300H,4.1 GHz,8 GB
1082,"Microsoft Surface Laptop 13.5"" Intel Core i5 (7th Gen) 8 GB RAM 256 GB SSD Graphite Gold  -  7th Gen i5 Core - 8GB RAM - 13.5"" PixelSense screen - 2256 z 1504 Resolution - 256GB Solid State",Microsoft,DAG00003,749.00,0,0,Windows 10 S,14.5 h,13.50 Inches,13.00 x 10.00 x 2.00 Inches,256 GB,Intel,0 Gigahertz,8 Gigabytes
1083,ASUS X540BA-RB94 Notebook AMD A9 8 GB 1 TB 15.6 in. Windows 10,ASUS,,429.00,0,0,,,"15.6""",,,,3.10 GHz,8 GB
1084,"onn. Laptop, 14”, Intel Core i3, 4GB RAM, Intel UHD Graphics 620",onn.,100003497,399.00,4,3,Windows 10,8.00 h,"14.00""",,128 GB,Intel Core i3,2.1 GHz,4 GB
1085,Acer Laptop Intel Celeron 1.60 GHz 2 GB Ram 16GB SSD Chrome OS (Scratch and Dent Refurbished),Acer,CB3-532-C3F7,118.99,0,0,Chrome OS,,"15.6""",,,N3060,1.60 GHz,2 GB
1086,"Refurbished Lenovo Black 15.6"" ThinkPad T510 Laptop PC with Intel Core i5-520M Processor, 4GB Memory, 320GB Hard Drive and Windows 10 Pro",Lenovo,T510,212.00,4.2,6,Windows 10,,"15.6""",14.70 x 1.40 x 9.60 Inches,320 GB,Intel Core i5,2.40 GHz,4 GB
1087,"Microsoft Surface Book - 13.5"" - Core i7 6600U - 16 GB RAM - 512 GB SSD - English - North America",Microsoft,SW6-00001,1199.99,0,0,Windows 10,12 hours,"13.5""",5.00 x 5.00 x 5.00 Inches,512 GB,Intel Core i7 - 6th Generation,2.6 GHz,16 GB
1088,Refurbished HP EliteBook 8470p 3.0GHz i7 8GB 320GB DRW Windows 10 Pro 64 Laptop CAM,HP,EliteBook 8470p,244.99,0,0,Windows,,,,320 GB,,,8 GB
1089,"Certified Refurbished Apple MacBook Air 11.6"" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop",Apple,MD711LL/A,349.38,3.2,66,Apple iOS,9 h,11.6 in,10.60 x 8.20 x 0.38 Inches,128 GB,Intel Core i5,1.3 GHz,4 GB
1090,"Refurbished Dell Alienware 15 R2 Intel Core i7-6700HQ X4 Touchscreen 16GB 128GB SSD PLUS 1TB HDD 15.6"" GTX 980, Win10",Alienware,,1199.00,0,0,Windows 10,,"15.6""",,1 TB,"Intel Core i7, Intel Core i7 - 6th Generation",,16 GB
1091,GL771JM-DH71 Notebook,ASUS,HM87 Express,1199.89,0,0,Windows 8,3.5 h,"17.3""",,1 TB,"Intel Core i7, Intel Core i7 - 4th Generation",2.50 GHz,12 GB
1092,Refurbished Dell M6800 Gaming Laptop Core i7 2.7GHz Quad Core 16GB Memory 2 x 1TB Hard Drive Nvidia Graphics Windows 10 Pro,Dell,M6800,1199.93,0,0,Windows 10,,,,2 TB,Intel Core i7,,16 GB
1093,"Refurbished Alienware AW13R3 13.3"" Gaming Laptop (7th Generation Intel Core i5, 8GB RAM, 256 M.2 SSD, Silver) with NVIDIA GTX 1050 Ti Windows 10 Pro",Alienware,AW13R3,1199.93,0,0,Windows 10,,"13.3""",,,"Intel Core i5, Intel Core i5 - 7th Generation",,8 GB
1094,"Refurbished Dell XPS 15 15.6-Inch Full HD Laptop (Intel Core i7-6700HQ Quad Core Processor, 8GB RAM, 256GB Solid State Drive, Windows 10 Home)",Dell,,1199.95,0,0,Windows,,"15.6\""",,,,,8 GB
1095,"Refurbished Dell Alienware 15 R2 Intel Core i7-6700HQ X4 2.6GHz 16GB 1.3TB 15.6"" Win10,Silver",Alienware,,1199.95,0,0,Windows 10,,"15.6""",,1.3 TB,"Intel Core i7, Intel Core i7 - 6th Generation",,16 GB
1096,"Refurbished Alienware 17-R2 ANW17-2136SLV 17.3"" i7-4710HQ 16GB 128GB SSD + 1TB HDD NVIDIA GTX 970M 3GB Full HD Windows 8.1 Gaming Laptop Computer",Alienware,ANW17-2136SLV,1199.95,0,0,Windows 8,,"17.3""",,1 TB,"Intel Core i7, Intel Core i7 - 4th Generation",,16 GB
1097,"Refurbished Dell Alienware 15 R2 Intel Core i7-6700HQ X4 2.6GHz 16GB 1.3TB 15.6"" Win10,Silver",Alienware,,1199.95,0,0,Windows 10,,"15.6""",,1.3 TB,"Intel Core i7, Intel Core i7 - 6th Generation",,16 GB
1098,"Refurbished Alienware 17-R2 ANW17-2136SLV 17.3"" i7-4710HQ 16GB 128GB SSD + 1TB HDD NVIDIA GTX 970M 3GB Full HD Windows 8.1 Gaming Laptop Computer",Alienware,ANW17-2136SLV,1199.95,0,0,Windows 8,,"17.3""",,1 TB,"Intel Core i7, Intel Core i7 - 4th Generation",,16 GB
1099,"Refurbished Alienware 15 ANW15-7493SLV 15.6-Inch Gaming Laptop (2.50GHz 4th Generation Intel Core i7 4710HQ Processor, 16GB RAM, 256GB SSD, Windows 8.1) [Discontinued By Manufacturer]",Alienware,ANW15-7493SLV,1199.95,0,0,Windows 8,,"15.6""",,256 GB,"Intel Core i7, Intel Core i7 - 4th Generation",,16 GB
1100,"dell inspiron 14in touchscreen 5000 series 2-in-1 laptop: i3-8145u 2.1ghz, 1tb hdd, 4gb ram",Dell,,555.93,0,0,Windows,,"14\""",,1000 GB,,,4 GB
1101,"2019 Lenovo Flex 11 2-in-1 Laptop Computer, 11.6? Touchscreen, Intel Quad-Core Pentium Silver N5000 up to 2.7GHz, 4GB DDR4, 6",Lenovo,MODNXA7NM4G9TN,705.56,0,0,,,,,,,,
1102,"Refurbished Dell Inspiron 15 3000 Series Model:3567 15.6"" Touchscreen Laptop, Latest Intel Core i3-7100U with 2.4GHz, 6 GB DDR4 RAM, 1 TB HDD, HDMI, DVD-RW, Bluetooth, Webcam, MaxxAudio Pro - Win 10",Dell,,549.95,0,0,Windows,,"15.6\""",,1000 GB,,,
1103,Genuine Dell Refurbished Venue Pro Intel Core i5-4300Y X2 1.6GHz 8GB 256GB SSD 10.8'' Win8Pro (Black,Dell,,229.00,3,1,Windows,,"10.8\""",1.00 x 1.00 x 1.00 Inches,256 GB,,,8 GB
1104,"HP 15-ay196nr 15.6-Inch HD SVA WLED-backlit touch screen Laptop (Intel Core i7-7500U 2.7 GHz, 8 GB DDR4 RAM, 1 TB 5400 rpm SATA HDD, Windows 10 Home 64), Silver",HP,15-ay196nr,1152.00,0,0,Windows 10,10 hours,"15.6""",,1 TB,Intel Core i7,,
1105,"Newest Dell 3189 Convertible Chromebook 11.6"" HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 32GB SSD, HDMI,",Dell,MODNXA7NFD1HDJ,216.95,0,0,Chrome OS,,"11.6\""",,32 GB,,,4 GB
1106,"HP ProBook x360 11 G3 EE 11.6"" Touchscreen Laptop N5000 4GB 128GB SSD W10P",HP,5VB66UT#ABA,523.41,0,0,Windows 10,16.50 Hour,"11.6""",8.10 x 11.80 x 0.80 Inches,128 GB,Intel N5000,1.10 GHz,4 GB
1107,"HP Premium High Performance 14 inch FHD IPS Multitouch Chromebook, Intel Celeron N3350 up to 2.4GHz, 4GB RAM, 32GB eMMC, 802.",HP,MODNXA7K2JVLNQ,524.49,0,0,,,,,,,,
1108,Acer Chromebook 11 C732T-C8VY Chromebook,Acer,NX.GULAA.001,239.47,0,0,Chrome OS,,11.60 Inches,,,,1.1 Gigahertz,4 Gigabytes
1109,"Lenove ThinkPad T590 - Intel Core i5-8265U (1.60GHz, 6MB) - 8GB - 256GB SSD - 15.6'' - 1920 x1080 - Windows 10",Lenovo,20N4001NUS,1405.92,0,0,Windows 10,14.98 h,15.60 in,9.80 x 14.40 x 3.00 Inches,256.00 GB,Intel Core i5,1.60 GHz,8.00 GB
1110,Refurbished Lenovo ThinkPad X1 20JCS0PF00 Tablet PC - Intel Core i5-7Y57 1.2 GHz Dual-Core Processor - 8 GB LPDDR3 SDRAM - 256 GB Solid State Drive - 12-inch Touchscreen Display - Windows 10,Lenovo,20JCS0PF00RB,662.79,0,0,Windows,,"12""",,256 GB,,,
1111,"Acer Spin 5 SP513-52N-52PL 13.3"" Touchscreen 2 in 1 Notebook + Office 365 Bundle",Acer,NX.GR7AA.012+QQ2-00728,663.37,0,0,Windows 10,,,,,Intel i5-8250U,,
1112,"Microsoft 13.5"" Surface Book Multi-Touch 2in1 256GB HD 8GB RAM i5 Notebook (Silver) (Manufacturer Refurbished)",Microsoft,SX3-00001,674.99,0,0,Windows,,"13.5\""",,256 GB,,,8 GB
1113,2018 Dell Inspiron 7000 2-in-1 Flagship High Performance 15.6 inch Full HD Touchscreen Laptop | Intel Core i5-8250U Quad-Core,Dell,B07CKTKD8H,675.82,0,0,,,,,,,,
1114,"2019 HP Chromebook x360 11.6? HD High Performance 2-in-1 Tablet Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4 R",HP,ook x360B00THTIZ0W,676.25,0,0,,,,,,,,
1115,"Refurbished Acer 13.3"" Spin 5 Notebook Intel i7-8550U 1.8 GHz 8 GB Ram  HDD Win10Home",Acer,SP513-52N-85DC,679.99,0,0,Windows 10,,"13.3""",,8 GB,i7-8550U,1.80 GHz,8 GB
1116,"HP Pavilion x360 14"" 2-in-1 Laptop Intel Core i5 8GB RAM 1TB + Office 365 Bundle",HP,5YH18UA#ABA+QQ2-00728,679.99,0,0,Windows 10,,,,,Intel i5-8265U,,
1117,REFURBISHED - Panasonic Toughbook 19 Notebook,Dell,,695.00,0,0,Windows,,,,,,,
1118,"Lenovo Flex 14"" 2 in 1 Laptop, Intel Core i5-8250U 1.6GHz (up to 3.4GHz) 8GB DDR4 2400MHz,128GB PCIe SSD,Intel UHD Graphics 6",Lenovo,Lenovo,697.00,0,0,,,,,,,,
1119,HP Premium X360 15.6?? 2-in-1 Touchscreen FHD IPS WLED-Backlit Display Laptop PC (8th Gen Quad-Core Intel i5-8250U (>i7-7500U,HP,MODNXA7NS34FG9,697.58,0,0,Windows,,"1\"", 5\"", 6\""",,,,,
1120,BTI HP Chromebook 11 G3 11 G4 PE03XL 766801-421 767068-005,Battery Technology,,55.11,0,0,Chrome OS,0 h,,145.00 x 335.00 x 50.00 Inches,,,0 GHz,0 GB
1121,"New 14"" WXGA Replacement LCD LED Screen for HP chromebook J9M84UA 14-X040NR eDP HD",Generic,,55.72,0,0,Chrome OS,,,,,,,
1122,"New 14"" WXGA Replacement LCD LED Screen for HP Chromebook 14-AK031NR 14-AK040NR HD",Generic,,55.72,0,0,Chrome OS,,,,,,,
1123,"Refurbished Dell Chromebook 11.6"" LED Chromebook 1.4GHz Intel Celeron 2GB 16GB SSD - Gray",Dell,Chromebook 11,82.99,0,0,Chrome OS,,11.6 in,,16 GB,,,2 GB
1124,"Refurbished Acer C740-C4PE 11.6"" Chromebook Intel Celeron Dual Core 16GB SSD 4GB - Gray",Acer,C740-C4PE,89.95,0,0,Chrome OS,,"11.6\""",,,,,4 GB
1125,SAMSUNG ACCESSORIES,StarTech,,91.36,0,0,Chrome OS,,,6.75 x 5.50 x 1.50 Inches,,,,
1126,HP CHROMEBOOK ACCESSORIES,StarTech,,91.36,0,0,Chrome OS,,,6.75 x 1.10 x 5.50 Inches,,,,
1127,"B GRADE Refurbished Dell 11.6"" Chromebook 11 with Intel Celeron-2955U 1.4GHz, 4GB RAM, 16GB SSD, Chrome OS",Dell,Chromebook 11,92.99,0,0,Chrome OS,,11.60 in,,16 GB,,,4 GB
1128,"Refurbished HP Chromebook 11 G4 11.6 Inch, 2GB RAM, 16GB SSD, Bundle Includes: Wireless Headset, Bluetooth Mouse, 1 Year Warranty & Priority Shipping!",HP,G4,94.95,0,0,Chrome OS,,"11.6""",,16 GB,,,2 GB
1129,"Refurbished Acer C720-2848 11.6"" LED Chromebook Intel Celeron Dual Core 1.4GHz 16GB SSD 2GB",Acer,C720-2848,95.00,0,0,Chrome OS,,11.6 in,,16 GB,,,
1130,"Lenovo 20QD0007US 14 in. i7-8665U 16GB 512GB 64-Bit Solid State Drive Windows 10 Pro, Laptop",Lenovo,20QD0007US,1698.00,0,0,Windows 10,18.3 hours,14.00 in,,512.00 GB,Intel Core i7,1.90 GHz,16.00 GB
1131,"Acer Nitro 5, Intel Core i5-7300HQ, GeForce GTX 1050 Ti, 15.6"" Full HD, 8GB DDR4, 256GB SSD, AN515-51-55WL Computer Laptop Notebook PC Gaming",Acer,AN515-51-56U0,749.99,5,1,"Windows, Windows 10",8.5 h,15.6 in,10.50 x 15.40 x 1.10 Inches,256 GB,Intel Core i5,2.50 GHz,8 GB
1132,"Lenovo - Yoga 720 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - 80X6002JUSTouchscreen Notebook Tablet PC Computer",Lenovo,80 x 6,681.38,5,1,Windows 10,8 hours,13.3 Inches,10.00 x 4.00 x 14.00 Inches,256 GB,Intel 7th Generation Core i5,2.5 Gigahertz,8 Gigabytes
1133,"Refurbished Lenovo ThinkPad T440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 320GB Hard Drive",Lenovo,T440,234.96,3.8,10,Windows 10,1 hour,"14""",13.30 x 0.80 x 9.20 Inches,320 GB,Intel Core i5 - 4th Generation,1.90 GHz,8 GB
1134,"HP Pavilion 15.6"" IPS FHD Gaming Laptop Core i5-9300H, 8GB DDR4 RAM, 1TB SSD+1TB HDD, NVIDIA GTX 1050, Quad-Core up to 4.10 GHz, 1920x1080, Backlit, RJ-45 LAN, Bluetooth, USB-C, B&O, WebCam, Win 10",HP,,746.99,3,1,Windows 10,,"15.60""",,1.00 TB,9th Generation Intel® Core™ i5 Processor,2.10 GHz,
1135,"Acer Swift 1 SF114-32-C9LM 14"" Notebook - Celeron N4100 - 4GB RAM - 64GB Flash Memory - Intel UHD Graphics 600 - Aqua Green",Acer,NX.GZJAA.001,294.02,0,0,Windows 10,17.00 h,"14.00""",9.00 x 12.70 x 0.60 Inches,64.00 GB,Intel Celeron,1.10 GHz,4.00 GB
1136,"Refurbished HP ZBook 17 17.3"" Laptop, Windows 10 Pro, Intel Core i7-4600M Processor, 8GB RAM, 500GB Solid State Drive",HP,Zbook 17,969.95,0,0,"Windows, Windows 10",,"17.3""",16.40 x 1.30 x 10.70 Inches,500 GB,Intel Core i7 - 4th Generation,,8 GB
1137,"MSI Alpha 15 A3DD-004 15.6"" Notebook - Ryzen 7 3750H - 16GB RAM - 512GB SSD - AMD Radeon RX 5500M - Windows 10 - Aluminum Black",MSI,ALPHA15004,999.00,0,0,Windows 10,,"15.60""",9.80 x 14.10 x 1.10 Inches,512.00 GB,AMD Ryzen 7,2.30 GHz,16.00 GB
1138,"Refurbished Dell Black 14"" E6420 Laptop PC with Intel Core i5 Processor, 6GB Memory, 500GB Hard Drive and Windows 10 Home",Dell,E6420,186.00,2.9,11,Windows 10,30 minutes,14.0 in,13.80 x 1.06 x 9.50 Inches,500  GB,Intel Core i5,2.50 GHz,6 GB
1139,"Refurbished Acer Spin 5 - 13.3"" Laptop Intel Core i7-8565U 1.8GHz 16GB Ram 512GB SSD Win10H",Acer,SP513-53N-76ZK,849.99,0,0,Windows 10,,"13.3""",,,i7-8565U,1.80 GHz,16 GB
1140,"Lenovo Chromebook C330 81HY0000US 11.6"" Touchscreen LCD Chromebook - MediaTek M8173C 1.70 GHz - 4 GB DDR3L SDRAM - 64 GB Flash Memory - Chrome OS - 1366 x 768 - In-plane Switching (IPS) Technolog",Lenovo,,329.00,5,4,Chrome OS,,"11.60""",10.00 x 18.00 x 3.00 Inches,64 GB,MediaTek M8173C,1.7 Gigahertz,4 Gigabytes
1141,Apple MacBook Air MD760LL/A Intel Core i5-4250U X2 1.3GHz 4GB 128GB SSD (Certified Refurbished),Apple,W-MD760-B,506.67,3.6,10,"mac os 10.13 high sierra, Mac OS",12 h,13.3 in,11.50 x 9.50 x 0.43 Inches,128 GB,Intel Core i5,1.3 GHz,4 GB
1142,"Microsoft Surface 13.5"" Touchscreen Laptop Intel i5 4GB 128GB SSD Windows 10 S",Microsoft,D9P-00001,579.99,5,1,Windows 10 S,14 Hours,13.50 Inches,,128 GB,Intel,0 Gigahertz,4 Gigabytes
1143,"MSI GS75 Stealth-480 17.3"" Gaming Notebook - Intel Core i9-9880H - 32GB RAM - 1TB SSD - NVIDIA GeForce RTX 2070 Max-Q - Windows 10 Pro - Matte Black with Gold Diamond",MSI,GS75480,2797.69,0,0,Windows 10,8 Hour,17.30 in,10.20 x 15.60 x 0.80 Inches,1.00 TB,Intel Core i9-9880H,2.30 GHz,32.00 GB
1144,MSI GS75 Stealth-247 17.3 Ultra Thin and Light 144hz 3ms Gaming Laptop Intel Core i7-9750H; Nvidia GeForce RTX2080; 32GB DDR4; 512GB NVMe SSD; TB3; Win10PRO; VR Ready,MSI,GS75247,2968.69,0,0,Win 10 Pro,8 Hour,17.30 in,10.20 x 15.60 x 0.80 Inches,512.00 GB,Intel Core i7-9750H,2.60 GHz,32.00 GB
1145,"Google Pixelbook Go 13.3"" FHD Touch, Intel Core m3, 8GB RAM, 64GB eMMC, Chrome OS, Black",Google,GA00519-US,649.00,4.7,3,Chrome OS,12 h,"13.3""",,,Intel Core m3,2.4 GHz,
1146,"HP Pavilion x360 15.6"" HD 2 in 1 Touchscreen Laptop Home and Business Notebook Core i5-8265U, 8GB RAM, 512GB SSD, Quad-Core up to 3.90 GHz, USB-C, UHD Graphics 620, Keypad, WebCam, Win 10",HP,,563.99,0,0,Windows 10,10.00 h,"15.60""",,,Intel Core i5,1.60 GHz,
1147,"HP Pavilion 15.6"" FHD Gaming Laptop, Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB, 8GB RAM, 256GB SSD, Shadow Black w/ Acid Green Backlit Keyboard, 15-dk0055wm",HP,15-dk0055wm,889.99,4.7,12,Windows 10,8 h,"15.6""",,256 GB,Intel Core i7-9750H,2.6 GHz,8 GB
1148,"Refurbished HP Stream 14-cb013wm, 14"" HD Display, Intel N3060, 4GB RAM, 32GB SDD, Windows 10 Home S Mode, Purple",HP,14-CB013WM,238.00,3.8,4,Windows 10 Home in S mode,10.25 h,14 in,13.30 x 8.90 x 0.70 Inches,32 GB,Intel Celeron Processor N3060,1.6 GHz,4 GB
1149,"Apple MacBook Pro 15.4"" Retina Display Intel Core i7 2.2GHz 16GB 256GB MGXA2LL/A",Intel,Iris Pro Graphics,1174.99,1,1,Apple iOS,8 hours,"15.4\""",9.70 x 14.10 x 0.70 Inches,256 GB,Intel Core i7,2.2 GHz,16 GB
1150,"REFURBISHED Dell XPS 15 15.6-Inch Full HD Laptop (Intel Core i7-6700HQ Quad Core Processor, 8GB RAM, 256GB Solid State Drive, Windows 10 Home)",Dell,,1249.95,0,0,Windows,,15.6 in,,256 GB,,,8 GB
1151,"REFURBISHED Dell XPS 15 15.6-Inch Full HD Laptop (Intel Core i7-6700HQ Quad Core Processor, 8GB RAM, 256GB Solid State Drive, Windows 10 Home)",Dell,,1249.95,0,0,Windows,,"15.6\""",,,,,8 GB
1152,"Refurbished Alienware AW15R2-4624SLV 15.6 Inch Laptop (Intel Core i5, 16 GB RAM, 1 TB HDD + 256 GB SSD, Epic Silver) NVIDIA GTX 965M",Alienware,AW15R2-4624SLV,1249.95,0,0,Windows,,"15.6""",,1 TB,Intel Core i5,,16 GB
1153,"Acer Helios 300 Gaming Notebook, 15.6"" IPS 144 Hz FHD, Intel 6-Core i7-8750H Upto 4.1GHz, 8GB RAM, 512GB NVMe + 1TB HDD, GTX 1060 6GB, HDMI, Card Reader, Backlit Keyboard, Wi-Fi, BT, Windows 10 Pro",Acer,Heli300i787-8512n1P,1249.99,0,0,,,,,,,,
1154,"ASUS TUF Gaming (FX) FX505DT-EB73 Gaming and Entertainment Laptop (AMD Ryzen 7 3750H 4-Core, 32GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1650, Wifi, Bluetooth, Win 10 Home)",ASUS,TUF Gaming (FX),1249.99,0,0,Windows 10,,15.60 in,,,AMD Ryzen 7 3750H,2.30 GHz,32.00 GB
1155,"Lenovo Legion Y530 Gaming Laptop, 15.6"" FHD Display, Intel 6-Core i7-8750H Upto 4.1GHz, 32GB RAM, 512GB NVMe SSD + 1TB HDD, GTX 1050Ti 4GB, HDMI, MiniDP, Backlit Keys, Wi-Fi, Bluetooth, Windows 10 Pro",Lenovo,Y530i787105T32512n1P,1249.99,0,0,,,,,,,,
1156,"ASUS ROG Strix GL703 17.3"" Full HD Gaming Laptop, Intel Quad-Core i7-7700HQ Upto 3.8GHz, 8GB DDR4, 128GB SSD Plus 1TB HDD, NVIDIA GeForce GTX 1050 4GB, RGB Keyboard, Windows 10 Pro 64Bit",ASUS,GL703i77n-81281P105,1249.99,0,0,,,,,,,,
1157,"Dell G Series 15.6"" IPS Full HD Laptop, Intel 6-Core i7-8750H Upto 4.10GHz, 8GB DDR4, 256GB SSD Plus 1TB HDD, NVIDIA GeForce GTX 1060 Max Q 6GB, Thunderbolt 3, HDMI, Card Reader, Windows 10 Pro",Dell,DG77588i78n-82561P,1249.99,0,0,Windows,,"15.6\""",,,,,
1158,Lenovo 81SY0005US Legion Y540 I7/2.6 16gb 256gb 1tb W10p,Lenovo,,1251.22,0,0,,,"\"", 15.6\""",,,,2.60 GHz,16 GB
1159,"Lenovo LEGION Y520 Gaming and Business Laptop (Intel i7-7700HQ Quad Core, 16GB RAM, 256GB PCIe SSD, 15.6"" Full HD (1920 x 1080), GeForce GTX 1060 6GB, Backlit Keyboard, Win 10 Home)",Lenovo,,1258.95,0,0,Windows,,15.6 in,,,Intel Core i7,2.8 GHz,
1160,"Refurbished Lenovo Flex 5 2-in-1 Laptop, 15.6"" FHD (1920 x 1080) Touchscreen, Intel Core 8th Gen i5-8250U, 8GB RAM, 256GB SSD, Win 10",Lenovo,Lenovo Flex 5,499.00,0,0,Windows 10 Home 64 bit,,15.60 in,,256.00 GB,Intel Core i5 8th Gen.,1.60 GHz,8.00 GB
1161,"Refurbished Lenovo T450S 14"" Laptop with Intel Core i7-5600U 2.6GHz Processor, 12GB Memory, 1TB Hard Drive, Webcam, Win 10 Pro (64-bit)",Lenovo,T450S,761.95,0,0,Windows 10,1 h,14 in,,1 TB,Intel Core i7,,12 GB
1162,CAVS Laptop Karaoke Player,CAVS,,799.00,0,0,,,,,,,,
1163,"Acer Spin 5 SP513-52N-5621 - 13.3"" - Core i5 8250U - 8 GB RAM - 256 GB SSD Touch Screen Convertable Notebook",Acer,SP51352N5621,799.00,0,0,Windows 10,13 h,"13.3""",18.00 x 12.00 x 2.00 Inches,256.00 GB,Intel Core i5 - 8th Generation,1.60 GHz,8.00 GB
1164,"REFURBISHED Dell XPS 15-9530 Intel Core i7-4712HQ X4 2.3GHz 16GB 512GB SSD, Silver (Refurbished)",Dell,,849.94,0,0,Windows,,,,512 GB,,,16 GB
1165,"Lenovo 81CA0017US IdeaPad Flex 5 15.6"" UHD Touchscreen i7-8550U 1.80GHz NVIDIA GeForce MX1 2GB 16GB RAM 1TB HDD 512GB SSD Win 10 Pro Black",Lenovo,VIPRB-81CA0017US,1724.95,0,0,,,,14.30 x 9.80 x 0.80 Inches,,,,
1166,"Lenovo X230 Tablet Core i5-3320M 2.6Ghz 8GB RAM 320GB HDD 12.5"" High Definition Multi-touch with Pen Windows 7 (Refurbished)",Lenovo,X230,269.99,0,0,Windows 7,,12.5 Inches,10.24 x 12.01 x 1.23 Inches,320 GB,Intel Core i5,2.6 Gigahertz,8 Gigabytes
1167,"Lenovo 100e Chromebook (1st Gen) 81ER - Celeron N3350 / 1.1 GHz - Chrome OS - 4 GB RAM - 32 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 500 - Wi-Fi, Bluetooth - black - kbd: UK",Lenovo,81ER,285.00,0,0,,10 hours,,,32 GB,Intel Celeron,,
